unique_values,counts
"['Drug - negatively regulates - BiologicalProcess - positively correlated with - ChemicalSubstance - positively correlated with - Disease', 'Drug - increases activity of - Protein - negatively regulates - BiologicalProcess - positively correlated with - ChemicalSubstance - positively correlated with - Disease']",1
['Drug - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - increases activity of - Protein - participates in - Pathway - decreases abundance of - ChemicalSubstance - negatively correlated with - BiologicalProcess - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - subclass of - ChemicalSubstance - located in - GrossAnatomicalStructure - location of - Disease'],1
['Drug - subclass of - ChemicalSubstance - located in - GrossAnatomicalStructure - location of - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - decreases abundance of - ChemicalSubstance - negatively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - has metabolite - ChemicalSubstance - negatively correlated with - PhenotypicFeature - manifestation of - Disease']",1
['Drug - negatively regulates - ChemicalSubstance - located in - CellularComponent - positively regulates - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease'],1
['Drug - decreases activity of - Protein - positively correlated with - MolecularActivity - positively correlated with - BiologicalProcess - positively correlated with - Disease'],1
['Drug - produces - ChemicalSubstance - decreases activity of - Protein - positively regulates - MolecularActivity - positively correlated with - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease'],1
"['Drug - negatively regulates - BiologicalProcess - increases abundance of - GrossAnatomicalStructure - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - negatively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - negatively regulates - GeneFamily - positively correlated with - BiologicalProcess - increases abundance of - GrossAnatomicalStructure - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - negatively regulates - GeneFamily - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - negatively regulates - GeneFamily - positively correlated with - PhenotypicFeature - manifestation of - Disease']",1
"['Drug - negatively regulates - Protein - participates in - Pathway - increases abundance of - ChemicalSubstance - positively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - negatively regulates - Protein - participates in - Pathway - increases abundance of - ChemicalSubstance - positively correlated with - PhenotypicFeature - manifestation of - Disease']",1
['Drug - subclass of - ChemicalSubstance - disrupts - PhenotypicFeature - positively correlated with - Disease'],1
"['Drug - increases activity of - Protein - participates in - Pathway - decreases abundance of - ChemicalSubstance - positively correlated with - GrossAnatomicalStructure - negatively correlated with - PhenotypicFeature - positively correlated with - Disease', 'Drug - increases activity of - Protein - participates in - Pathway - decreases abundance of - ChemicalSubstance - regulates - BiologicalProcess - regulates - GrossAnatomicalStructure - negatively correlated with - PhenotypicFeature - positively correlated with - Disease']",1
['Drug - increases activity of - GeneFamily - participates in - Pathway - decreases abundance of - ChemicalSubstance - negatively correlated with - BiologicalProcess - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - contributes to - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - occurs in - Cell - causes - Disease'],1
"['Drug - disrupts - ChemicalSubstance - positively regulates - BiologicalProcess - occurs in - Cell - causes - Disease', 'Drug - negatively regulates - Pathway - positively regulates - BiologicalProcess - occurs in - Cell - causes - Disease']",1
"['Drug - produces - ChemicalSubstance - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - positively correlated with - Disease', 'Drug - produces - ChemicalSubstance - prevents - BiologicalProcess - positively correlated with - PhenotypicFeature - positively correlated with - Disease']",1
"['Drug - negatively regulates - Protein - participates in - BiologicalProcess - correlated with - Disease', 'Drug - negatively regulates - MolecularActivity - positively correlated with - PhenotypicFeature - manifestation of - Disease']",1
['Drug - decreases abundance of - ChemicalSubstance - located in - Cell - participates in - BiologicalProcess - causes - Disease'],1
['Drug - increases activity of - Protein - located in - GrossAnatomicalStructure - increases activity of - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - increases activity of - Protein - located in - GrossAnatomicalStructure - participates in - BiologicalProcess - treats - Disease'],1
['Drug - increases activity of - Protein - positively regulates - GeneFamily - decreases abundance of - ChemicalSubstance - prevents - BiologicalProcess - decreases response to - PhenotypicFeature - ameliorates - Disease'],1
"['Drug - increases activity of - Protein - located in - GrossAnatomicalStructure - positively correlated with - BiologicalProcess - treats - Disease', 'Drug - increases activity of - Protein - located in - Cell - positively correlated with - BiologicalProcess - treats - Disease', 'Drug - increases activity of - Protein - positively correlated with - BiologicalProcess - treats - Disease']",1
"['Drug - decreases activity of - ChemicalSubstance - location of - MolecularActivity - positively correlated with - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease', 'Drug - negatively regulates - GeneFamily - positively regulates - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease']",1
['Drug - decreases activity of - Protein - positively correlated with - ChemicalSubstance - positively regulates - BiologicalProcess - manifestation of - Disease'],1
"['Drug - produces - ChemicalSubstance - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - produces - ChemicalSubstance - positively regulates - Protein - positively regulates - BiologicalProcess - negatively correlated with - Disease']",1
"['Drug - positively regulates - Protein - negatively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - positively regulates - Protein - negatively correlated with - GeneFamily - positively correlated with - BiologicalProcess - positively correlated with - Disease']",1
"['Drug - disrupts - ChemicalSubstance - positively correlated with - Protein - positively regulates - BiologicalProcess - occurs in - Cell - causes - Disease', 'Drug - disrupts - ChemicalSubstance - positively correlated with - GeneFamily - positively regulates - BiologicalProcess - occurs in - Cell - causes - Disease']",1
['Drug - positively regulates - Protein - regulates - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - increases activity of - GeneFamily - participates in - Pathway - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - positively correlated with - ChemicalSubstance - positively regulates - BiologicalProcess - manifestation of - Disease', 'Drug - negatively regulates - BiologicalProcess - manifestation of - Disease']",1
"['Drug - decreases activity of - Protein - positively correlated with - ChemicalSubstance - positively regulates - Disease', 'Drug - decreases activity of - Protein - positively correlated with - ChemicalSubstance - positively regulates - BiologicalProcess - manifestation of - Disease', 'Drug - negatively regulates - BiologicalProcess - manifestation of - Disease']",1
"['Drug - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - affects risk for - Disease', 'Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - affects risk for - Disease']",1
"['Drug - decreases activity of - Protein - participates in - BiologicalProcess - has phenotype - PhenotypicFeature - manifestation of - Disease', 'Drug - decreases activity of - Protein - participates in - BiologicalProcess - positively regulates - Cell - positively correlated with - PhenotypicFeature - manifestation of - Disease']",1
"['Drug - derives into - ChemicalSubstance - negatively correlated with - Disease', 'Drug - derives into - ChemicalSubstance - negatively regulates - BiologicalProcess - negatively correlated with - Disease']",1
['Drug - disrupts - ChemicalSubstance - positively correlated with - Disease'],1
['Drug - molecularly interacts with - ChemicalSubstance - decreases activity of - Protein - positively regulates - BiologicalProcess - occurs in - Cell - causes - Disease'],1
"['Drug - increases activity of - Protein - participates in - Pathway - decreases abundance of - ChemicalSubstance - positively correlated with - GrossAnatomicalStructure - negatively correlated with - Disease', 'Drug - increases activity of - Protein - participates in - Pathway - decreases abundance of - ChemicalSubstance - regulates - BiologicalProcess - regulates - GrossAnatomicalStructure - negatively correlated with - Disease']",1
['Drug - has metabolite - ChemicalSubstance - positively regulates - BiologicalProcess - contributes to - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - GeneFamily - correlated with - ChemicalSubstance - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - decreases activity of - Protein - positively correlated with - PhenotypicFeature - occurs in - Disease', 'Drug - decreases activity of - Protein - positively correlated with - Pathway - correlated with - Disease']",1
['Drug - positively regulates - Protein - positively correlated with - ChemicalSubstance - participates in - BiologicalProcess - disrupted by - Disease'],1
['Drug - decreases activity of - Protein - participates in - BiologicalProcess - has output - GrossAnatomicalStructure - positively correlated with - Disease'],1
['Drug - positively regulates - BiologicalProcess - negatively regulates - GrossAnatomicalStructure - positively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - positively correlated with - CellularComponent - positively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - disrupts - ChemicalSubstance - participates in - BiologicalProcess - positively correlated with - Disease']",1
"['Drug - increases abundance of - Protein - decreases abundance of - ChemicalSubstance - participates in - BiologicalProcess - disrupted by - Disease', 'Drug - increases abundance of - Protein - positively correlated with - BiologicalProcess - disrupted by - Disease', 'Drug - increases abundance of - ChemicalSubstance - participates in - BiologicalProcess - disrupted by - Disease']",1
['Drug - decreases activity of - Protein - increases abundance of - ChemicalSubstance - occurs in - GrossAnatomicalStructure - location of - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - positively regulates - BiologicalProcess - produces - Protein - disrupted by - Disease'],1
['Drug - negatively regulates - GeneFamily - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases activity of - Protein - positively correlated with - MolecularActivity - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - GeneFamily - positively regulates - GrossAnatomicalStructure - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - increases abundance of - ChemicalSubstance - located in - GrossAnatomicalStructure - correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - MolecularActivity - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - decreases activity of - Protein - negatively correlated with - PhenotypicFeature - manifestation of - Disease']",1
['Drug - decreases activity of - GeneFamily - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - MacromolecularComplex - positively regulates - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease'],1
"['Drug - has metabolite - ChemicalSubstance - increases activity of - Protein - negatively correlated with - Pathway - positively correlated with - BiologicalProcess - located in - GrossAnatomicalStructure - location of - Disease', 'Drug - has metabolite - ChemicalSubstance - increases activity of - Protein - positively regulates - BiologicalProcess - located in - GrossAnatomicalStructure - location of - Disease']",1
['Drug - decreases activity of - Protein - increases abundance of - ChemicalSubstance - causes - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - disrupts - OrganismTaxon - causes - Disease', 'Drug - decreases abundance of - PhenotypicFeature - positively correlated with - Disease']",1
"['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - increases abundance of - Cell - correlated with - Disease']",1
['Drug - positively regulates - BiologicalProcess - positively correlated with - Disease'],1
['Drug - positively regulates - BiologicalProcess - negatively regulates - Protein - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - in taxon - OrganismTaxon - causes - Disease'],1
['Drug - increases stability of - Protein - disrupted by - Disease'],1
['Drug - negatively regulates - BiologicalProcess - caused by - Disease'],1
['Drug - has metabolite - ChemicalSubstance - located in - GrossAnatomicalStructure - location of - Disease'],1
['Drug - decreases activity of - Protein - located in - CellularComponent - positively correlated with - BiologicalProcess - positively correlated with - Cell - positively correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - negatively correlated with - BiologicalProcess - increases abundance of - Cell - treats - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - correlated with - ChemicalSubstance - positively correlated with - Disease'],1
['Drug - negatively regulates - Protein - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - negatively regulates - Protein - positively regulates - MolecularActivity - participates in - Pathway - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
"['Drug - negatively regulates - GeneFamily - positively regulates - MolecularActivity - in taxon - OrganismTaxon - causes - Disease', 'Drug - negatively regulates - GeneFamily - located in - GrossAnatomicalStructure - negatively correlated with - Disease', 'Drug - disrupts - ChemicalSubstance - positively regulates - Pathway - positively correlated with - BiologicalProcess - located in - GrossAnatomicalStructure - negatively correlated with - Disease']",1
"['Drug - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease']",1
"['Drug - decreases activity of - Pathway - part of - BiologicalProcess - caused by - OrganismTaxon - positively correlated with - Disease', 'Drug - decreases abundance of - GrossAnatomicalStructure - positively correlated with - PhenotypicFeature - positively correlated with - Disease']",1
['Drug - correlated with - ChemicalSubstance - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - increases abundance of - ChemicalSubstance - causes - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - increases activity of - Protein - participates in - Pathway - positively correlated with - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - negatively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - has metabolite - ChemicalSubstance - positively regulates - BiologicalProcess - occurs in - Cell - negatively correlated with - PhenotypicFeature - contributes to - Disease'],1
['Drug - regulates - MolecularActivity - decreases abundance of - ChemicalSubstance - positively correlated with - Disease'],1
"['Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - positively regulates - BiologicalProcess - occurs in - Cell - causes - Disease', 'Drug - has metabolite - ChemicalSubstance - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - occurs in - Cell - causes - Disease', 'Drug - has metabolite - ChemicalSubstance - located in - Cell - causes - Disease']",1
['Drug - part of - ChemicalSubstance - negatively regulates - BiologicalProcess - occurs in - GrossAnatomicalStructure - location of - PhenotypicFeature - positively correlated with - Disease'],1
"['Drug - decreases activity of - Protein - participates in - BiologicalProcess - negatively correlated with - Disease', 'Drug - positively regulates - BiologicalProcess - negatively correlated with - Disease']",1
['Drug - increases activity of - Protein - positively regulates - Pathway - positively regulates - BiologicalProcess - increases abundance of - ChemicalSubstance - negatively correlated with - Disease'],1
['Drug - negatively regulates - GeneFamily - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - negatively regulates - GeneFamily - positively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - Disease']",1
['Drug - positively regulates - Protein - positively regulates - BiologicalProcess - increases abundance of - GrossAnatomicalStructure - produced by - PhenotypicFeature - positively correlated with - Disease'],1
"['Drug - negatively regulates - Protein - positively correlated with - CellularComponent - regulates - BiologicalProcess - correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - negatively regulates - Protein - positively correlated with - GeneFamily - regulates - BiologicalProcess - correlated with - PhenotypicFeature - manifestation of - Disease']",1
['Drug - positively regulates - GrossAnatomicalStructure - positively regulates - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - negatively regulates - Pathway - positively regulates - BiologicalProcess - in taxon - OrganismTaxon - causes - Disease'],1
"['Drug - positively regulates - BiologicalProcess - positively correlated with - Disease', 'Drug - negatively regulates - CellularComponent - positively regulates - BiologicalProcess - positively correlated with - Disease']",1
"['Drug - has metabolite - ChemicalSubstance - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - has metabolite - ChemicalSubstance - positively regulates - BiologicalProcess - located in - GrossAnatomicalStructure - correlated with - Disease', 'Drug - has metabolite - ChemicalSubstance - positively regulates - GrossAnatomicalStructure - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - has metabolite - ChemicalSubstance - positively regulates - GrossAnatomicalStructure - correlated with - Disease', 'Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - has metabolite - ChemicalSubstance - decreases activity of - Protein - regulates - BiologicalProcess - located in - GrossAnatomicalStructure - correlated with - Disease']",1
"['Drug - increases activity of - Protein - positively correlated with - BiologicalProcess - positively regulates - PhenotypicFeature - positively correlated with - Disease', 'Drug - increases activity of - Protein - positively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - increases activity of - Protein - decreases activity of - GrossAnatomicalStructure - positively correlated with - BiologicalProcess - positively regulates - PhenotypicFeature - positively correlated with - Disease', 'Drug - increases activity of - Protein - decreases activity of - GrossAnatomicalStructure - positively correlated with - BiologicalProcess - positively correlated with - Disease']",1
['Drug - decreases activity of - Protein - molecularly interacts with - ChemicalSubstance - positively correlated with - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - negatively correlated with - GeneFamily - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - negatively correlated with - GeneFamily - positively correlated with - BiologicalProcess - contributes to - PhenotypicFeature - correlated with - Disease'],1
['Drug - negatively correlated with - GeneFamily - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - disrupts - GeneFamily - positively regulates - BiologicalProcess - positively correlated with - Disease'],1
['Drug - decreases abundance of - ChemicalSubstance - located in - GrossAnatomicalStructure - location of - Disease'],1
"['Drug - negatively correlated with - Pathway - positively correlated with - Disease', 'Drug - negatively regulates - Protein - positively regulates - BiologicalProcess - positively correlated with - Disease']",1
['Drug - negatively regulates - GeneFamily - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - located in - GrossAnatomicalStructure - location of - Disease'],1
"['Drug - decreases abundance of - PhenotypicFeature - positively correlated with - Disease', 'Drug - negatively regulates - GeneFamily - positively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - positively regulates - MolecularActivity - positively correlated with - BiologicalProcess - positively correlated with - Disease']",1
['Drug - negatively regulates - Protein - positively correlated with - BiologicalProcess - located in - GrossAnatomicalStructure - correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - affects risk for - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - decreases activity of - GeneFamily - participates in - BiologicalProcess - occurs in - OrganismTaxon - causes - Disease', 'Drug - decreases activity of - Protein - participates in - BiologicalProcess - occurs in - OrganismTaxon - causes - Disease']",1
"['Drug - negatively regulates - BiologicalProcess - increases abundance of - ChemicalSubstance - occurs in - PhenotypicFeature - manifestation of - Disease', 'Drug - decreases abundance of - ChemicalSubstance - occurs in - PhenotypicFeature - manifestation of - Disease']",1
"['Drug - subclass of - ChemicalSubstance - negatively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - positively regulates - BiologicalProcess - negatively correlated with - Disease']",1
['Drug - decreases abundance of - ChemicalSubstance - correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases abundance of - ChemicalSubstance - correlated with - PhenotypicFeature - superclass of - Disease'],1
"['Drug - decreases activity of - Protein - participates in - BiologicalProcess - negatively correlated with - Disease', 'Drug - decreases activity of - MolecularActivity - participates in - BiologicalProcess - negatively correlated with - Disease', 'Drug - positively regulates - BiologicalProcess - negatively correlated with - Disease']",1
"['Drug - negatively regulates - BiologicalProcess - causes - Disease', 'Drug - positively regulates - Pathway - increases activity of - Protein - negatively regulates - BiologicalProcess - causes - Disease', 'Drug - increases activity of - Protein - negatively regulates - BiologicalProcess - causes - Disease']",1
"['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - precedes - PhenotypicFeature - positively correlated with - Disease', 'Drug - disrupts - ChemicalSubstance - participates in - BiologicalProcess - precedes - PhenotypicFeature - positively correlated with - Disease']",1
['Drug - increases activity of - GeneFamily - participates in - MolecularActivity - negatively regulates - BiologicalProcess - manifestation of - Disease'],1
['Drug - disrupts - ChemicalSubstance - participates in - BiologicalProcess - positively correlated with - PhenotypicFeature - causes - Disease'],1
['Drug - decreases activity of - Protein - negatively regulates - ChemicalSubstance - negatively correlated with - Disease'],1
['Drug - decreases activity of - Protein - participates in - BiologicalProcess - positively regulates - Disease'],1
['Drug - decreases activity of - BiologicalProcess - correlated with - Disease'],1
['Drug - has metabolite - ChemicalSubstance - increases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - occurs in - Disease'],1
['Drug - decreases activity of - Protein - participates in - BiologicalProcess - positively regulates - PhenotypicFeature - occurs in - Disease'],1
['Drug - decreases activity of - Protein - participates in - MolecularActivity - negatively regulates - CellularComponent - positively regulates - BiologicalProcess - positively correlated with - Disease'],1
['Drug - disrupts - GrossAnatomicalStructure - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - positively regulates - Cell - positively regulates - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - decreases activity of - Protein - participates in - MolecularActivity - participates in - BiologicalProcess - has phenotype - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases activity of - Protein - participates in - BiologicalProcess - contributes to - PhenotypicFeature - causes - Disease'],1
['Drug - similar to - Protein - decreases abundance of - ChemicalSubstance - participates in - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - increases activity of - Protein - participates in - MolecularActivity - treats - Disease'],1
['Drug - decreases activity of - GeneFamily - decreases abundance of - ChemicalSubstance - positively regulates - BiologicalProcess - negatively correlated with - Disease'],1
['Drug - positively regulates - MolecularActivity - negatively regulates - BiologicalProcess - positively correlated with - Disease'],1
"['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - positively regulates - GrossAnatomicalStructure - negatively regulates - Disease', 'Drug - increases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - Disease']",1
"['Drug - negatively regulates - BiologicalProcess - part of - PhenotypicFeature - positively correlated with - Disease', 'Drug - disrupts - ChemicalSubstance - participates in - PhenotypicFeature - positively correlated with - Disease']",1
"['Drug - decreases activity of - Protein - part of - BiologicalProcess - negatively regulates - MolecularActivity - increases activity of - GeneFamily - negatively regulates - Disease', 'Drug - decreases activity of - Protein - part of - BiologicalProcess - decreases abundance of - ChemicalSubstance - decreases activity of - MolecularActivity - increases activity of - GeneFamily - negatively regulates - Disease', 'Drug - decreases activity of - Protein - part of - BiologicalProcess - positively correlated with - Disease', 'Drug - negatively regulates - BiologicalProcess - negatively regulates - MolecularActivity - increases activity of - GeneFamily - negatively regulates - Disease', 'Drug - negatively regulates - BiologicalProcess - decreases abundance of - ChemicalSubstance - decreases activity of - MolecularActivity - increases activity of - GeneFamily - negatively regulates - Disease', 'Drug - negatively regulates - BiologicalProcess - positively correlated with - Disease']",1
['Drug - positively regulates - BiologicalProcess - has participant - CellularComponent - disrupted by - Disease'],1
['Drug - increases activity of - Protein - positively correlated with - BiologicalProcess - negatively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - increases activity of - Protein - positively correlated with - BiologicalProcess - occurs in - Disease'],1
['Drug - positively regulates - GeneFamily - negatively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases activity of - Protein - located in - GrossAnatomicalStructure - decreases abundance of - ChemicalSubstance - participates in - Pathway - prevents - Disease'],1
['Drug - positively regulates - GeneFamily - negatively regulates - BiologicalProcess - positively correlated with - Disease'],1
['Drug - increases activity of - Protein - molecularly interacts with - ChemicalSubstance - contributes to - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - positively correlated with - ChemicalSubstance - contributes to - PhenotypicFeature - manifestation of - Disease'],1
['Drug - decreases activity of - GeneFamily - increases abundance of - ChemicalSubstance - positively correlated with - BiologicalProcess - located in - GrossAnatomicalStructure - location of - Disease'],1
['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - manifestation of - Disease'],1
"['Drug - has metabolite - ChemicalSubstance - increases activity of - Protein - positively correlated with - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease', 'Drug - has metabolite - ChemicalSubstance - contributes to - PhenotypicFeature - manifestation of - Disease']",1
['Drug - decreases activity of - Protein - increases activity of - BiologicalProcess - increases abundance of - ChemicalSubstance - positively correlated with - Disease'],1
"['Drug - has metabolite - ChemicalSubstance - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - decreases activity of - Protein - expressed in - Cell - affected by - Disease']",1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - produces - ChemicalSubstance - contributes to - PhenotypicFeature - manifestation of - Disease'],1
['Drug - increases activity of - Protein - positively correlated with - BiologicalProcess - positively regulates - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - participates in - MolecularActivity - positively regulates - BiologicalProcess - positively correlated with - Disease'],1
['Drug - increases activity of - Protein - molecularly interacts with - ChemicalSubstance - negatively regulates - BiologicalProcess - located in - GrossAnatomicalStructure - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - causes - BiologicalProcess - contributes to - Disease'],1
['Drug - increases activity of - Protein - increases abundance of - ChemicalSubstance - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - increases activity of - Protein - increases abundance of - ChemicalSubstance - positively regulates - BiologicalProcess - treats - Disease', 'Drug - increases activity of - Protein - increases abundance of - ChemicalSubstance - positively correlated with - Disease', 'Drug - increases activity of - Protein - participates in - BiologicalProcess - increases abundance of - ChemicalSubstance - positively correlated with - Disease', 'Drug - increases activity of - Protein - participates in - BiologicalProcess - treats - Disease']",1
['Drug - decreases activity of - GeneFamily - positively regulates - BiologicalProcess - increases abundance of - ChemicalSubstance - located in - CellularComponent - in taxon - OrganismTaxon - causes - Disease'],1
['Drug - decreases activity of - Protein - positively regulates - BiologicalProcess - increases abundance of - ChemicalSubstance - located in - GrossAnatomicalStructure - correlated with - PhenotypicFeature - manifestation of - Disease'],1
"['Drug - increases activity of - Protein - decreases abundance of - ChemicalSubstance - positively regulates - BiologicalProcess - contributes to - Disease', 'Drug - increases activity of - Protein - positively regulates - MolecularActivity - increases abundance of - ChemicalSubstance - positively regulates - BiologicalProcess - contributes to - Disease', 'Drug - increases activity of - Protein - positively correlated with - BiologicalProcess - contributes to - Disease', 'Drug - decreases activity of - GeneFamily - decreases abundance of - ChemicalSubstance - positively regulates - BiologicalProcess - contributes to - Disease']",1
['Drug - disrupts - Protein - positively regulates - BiologicalProcess - occurs in - Cell - in taxon - OrganismTaxon - causes - Disease'],1
['Drug - positively regulates - BiologicalProcess - treats - Disease'],1
"['Drug - increases activity of - Protein - negatively correlated with - BiologicalProcess - positively correlated with - Disease', 'Drug - increases activity of - Protein - negatively correlated with - PhenotypicFeature - positively correlated with - Disease']",1
['Drug - decreases activity of - Protein - positively regulates - GrossAnatomicalStructure - positively correlated with - PhenotypicFeature - positively correlated with - Disease'],1
['Drug - decreases activity of - Protein - increases abundance of - ChemicalSubstance - positively correlated with - CellularComponent - in taxon - OrganismTaxon - causes - Disease'],1
"['Drug - increases activity of - Protein - positively regulates - BiologicalProcess - negatively correlated with - Disease', 'Drug - positively regulates - BiologicalProcess - negatively correlated with - Disease']",1
['Drug - negatively regulates - MolecularActivity - positively regulates - BiologicalProcess - positively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - increases activity of - Protein - increases abundance of - ChemicalSubstance - positively regulates - BiologicalProcess - negatively correlated with - PhenotypicFeature - manifestation of - Disease'],1
['Drug - negatively regulates - GeneFamily - regulates - BiologicalProcess - affects risk for - PhenotypicFeature - superclass of - Disease'],1
['Drug - negatively regulates - Protein - positively regulates - BiologicalProcess - affects risk for - PhenotypicFeature - manifestation of - Disease'],1
